uid,text,data_part
A2VCUgPweiU--12,after 13 days.,Train
Vk1id199av8--8,"The IOC has spent over ₹17,000 crore to upgrade its BS-IV refineries to produce BS-VI fuel.",Train
XpjB267-t7M--0,"On 15th December 2019 Sunday, in Dakshina Kannada's district named Kalladka, there is a school named Sri Rama Vidyakendra High School.",Validation
bFH-KGtmadU--2,was the Vice President for 8 years during Barack Obama's Presidency.,Train
2c7d130870a8-35,Now connect the dotted line and write Y.,Test
dac1fcc8319a-12,Would you like to come too? Asked Goopu. Oh yes I would. Replied Doopu.,Train
ti17TfHd03g--2,"However, a few men snatched the candidate's nomination papers.",Test
VnODLyX8VQY--0,"We often talk about childhood or school days, love stories, love affairs, breakups during our school days.",Validation
8eWsJMxCA_8--11,Let me tell you the surprising story.,Train
5oxh6dWm9-c--5,exhibitions the Stalls learn about the,Train
zuuFlJktQAA--70,Nanu Vidbags full of purchases,Validation
rxm-j3__oI0--11,against hospitalisation from infection by the Omicron variant.,Train
UbhONRGm-90--186,Here I was enjoying the sweetest sleep I have had in years.,Train
CCwsuYLYemI--1,Maharashtra Chief Minister Uddhav Thackeray issued an advisory to all landlords in Maharashtra.,Train
Vi5dyTRYIXs--10,"To resolve the matter, the Panchayat held a meeting",Train
gQAPZiCvtwg--6,Both brothers live in home 1km apart in Sangli's Mhaisal.,Train
eUd_U5QzX9A--14,"Thats means that they knew about it. After inspection, he sat back in the car and drove away.",Test
HIDXd5V9weA--13,The journey from Delhi to Leh would take 40 hours.,Test
tGxqcPs97-8--9,Chief Mukesh Ambani aims to clear all his loans by 2021.,Train
SJiP-9QLOSs--16,The boy tried to escape by over-speeding the bike but the police stopped him.,Train
vDjiCdD0_og--9,"The Chief of Home Guard, found the video indecent & decided to remove him from service.",Train
HAmeOb_HiZA--12,"Animals such as, Elephants, Camels and Horses are used to give rides.",Train
LjnS-cnPY0I--226,"or speak, we use",Train
s8BUs77tQZ4--40,Here is part of one such sentence.,Validation
bd6oqoYjAM4--23,Up till then no Deaf person had ever won an Oscar. Matlin became the first Deaf woman to ever win an Oscar.,Train
cnPYxdrnQ7c--29, 4. Geminoid DK - This robot came to be with the collaboration of a private Japanese firm and Osaka University.,Test
h2o-4wf1txw--30,"10. You will have to pay TDS, if you withdraw more than Rs 2 crore cash from the bank.",Train
klepEQSaeIk--1,"As of 30 November 2021, India has administered over 1.24 billion doses overall, including first and second doses of the vaccine.",Train
i4j5Bj2NL1c--7,"Post 1st June, users will be given a storage limit of 15gb.",Train
zMC0dTOVeUA--237,Do you see a prominent line?,Train
ZGmZrMnuYxg--32,meanwhile the delhi high court today,Train
p7X8wX2BQv4--9,announced that actor Kartik Aaryan will not be a part of Dostana 2.,Validation
dPuKX_lM4Zc--41,4,Validation
dht7S24Zauk--68,from their leaves and store it.,Train
Kb22VWQxt3s--4,to solve the challenges faced by many Indians right now. Let me tell you about it.,Train
JH-f6rUPs_E--12,"Two years back, Ammal left her relative's home.",Train
ujmh8ACl4BY--145,employment and accessibility in,Train
nIjAEHi-6HU--91,Ingredients Chicken,Train
kPsftW-ZI-Q--29,PM Modi was watching the launch as well.,Train
K9BApkzONso--10,"China has engaged in military conflict with India as well as Hong Kong, Taiwan and Vietnam.",Train
foPg70Kwqh8--15,"Later Iqbal Kaskar, Dawood Ibrahim's brother, was arrested in the case last week.",Train
3pHRzddVvaA--4,You need a common language to enjoy the communication with the Deaf.,Test
lrGnC0AgAE4--19,"Another user said, ""You should not have done this. Now get ready to face the consequences.",Train
dJ_5m1Y2InE--255,Each strip is divided into 10 equal boxes.,Train
hb35dNBjlqc--4,How shocking! 16 lakh cancer cases! Sadly as you all know there is no solution for this.,Train
PosjBL5RY84--49,Gyanendra Purohit contacted her and he asked her for the photo of the police station.,Train
BTqVQCBPUzg--11,"For example, if someone said cat,",Validation
6_e2UEx1Qms--10,People have to go to the temple with their passport. The priest will chant and bless the person.,Train
dNgHqIXtHog--22,6. Last year ₹5.94 lakh crores were allocated to defense.,Train
Wo6i-YEKN90--34,14. Carefully enter the Bank Account number.,Train
7ThAGiuXRY4--27,Saccharine is a synthetic compound and artificial sweetener used frequently as a substitute for sugar.,Train
h5iItrjQPl8--27,"She was inside the shallow grave from afternoon for several hours. Fortunately, the stab in her chest was not fatal.",Train
NIkOBj-5RZ8--36,2. Igor from Germany.,Train
8YFALsHOQQY--86,Blank,Train
t7z0YuxBNl4--1,The RCEP is an agreement between the various countries.,Train
O8V8kz6JcFs--108,Page 116. Page 107.,Test
IpRLdrFqxKk--296,You will need a cell and electric bulb.,Train
15Ey-PvQmqU--44,Lakshmipuri Jain Mandir in Kolhapur was also illuminated with lights on 22nd January 2024.,Train
1b_QWlUHxfU--32,"When it got dark, he became afraid",Train
IbVyjcmIV60--16,"Avoid fizzy drinks, instead drink more water, juices etc.",Train
fbd474720a91-37,"The bubble dash, blank and dash, blank with laughter and dash, blank with a big bang.",Train
VDfV1Osuzvc--18,Companies will not be dragged to court for minor violations to reduce the load on overburdened judiciaries during the COVID-19 crisis.,Train
1e22be414f61-80,pot,Test
SLHokx7DHbg--31,The NSO Group has completely denied the accusations.,Train
NoVPRWXWUZE--59,3,Train
O8V8kz6JcFs--116,but they don't store water as many people wrongly believe.,Validation
WiUTkkPQ_ts--25,Ankita said it was never easy for her to get into television and movies.,Train
ujmh8ACl4BY--178,yes awareness,Test
WPi2KGa6ZQc--7,The CBI conducted raids at 12 locations in Maharashtra that were linked to the bank.,Train
OpYZ2omdU0E--9,"Finally, the work has resumed and the project will be completed in 2023.",Train
igs1Z9qDB1k_e1,The lifeboat rescued the sailors from the sinking boat.,Train
WR9X_64udKs--19,"Meanwhile, at Quest mall in Kolkata",Train
g61zN-mQwWs--134,and another person who allegedly fired a,Train
d3617db9c8e0-50,each time I did so.,Test
JyT1reZx-Qo--34,Then she reached there she found about six people including her husband.,Train
ohvsIE-6Slw--43,Things kept on going like this until I reached 12th standard,Train
QEU6biu1a4w--23,"After becoming a window, there was no one to help me",Train
jiPpUlMh2OY--34,"Finally after the administration helped, the problem was solved.",Train
4snO8fi09Kk--9,Many believed that their personal data was not safe.,Validation
LcYABxEpbyo--18,"Now that Campa Cola is back in the fray, the competition is worth watching.",Train
I1mnjaiJ0_Y--20,Most people on the Internet were thrilled with the new technology.,Validation
QhB893Z-kbc--36,They paid him for the masks to help him earn a living.,Test
SSARKNY6eRE--18,"However, infection occur even after vaccination but it is low in intensity.",Train
soTXzil_LzI--73,God lives in the heart of the punch and his voice is the voice of God. And the old lady explained her case.,Train
ovYYEWMtW9M--188,and cities. Page number.,Train
TvYfLZJkg_Q--5,She will then be dropped home.,Train
n12WICGyBJ4--0,"Facebook has many subsidiary companies such as Facebook Messenger,",Train
57cab2a92c69-187,5. It eats sugar,Train
XVP5zcTXVtc--130,It is possible.,Validation
lXSHkJsuw2s--28,For good health try and sleep uninterrupted for 7 - 9 hours.,Train
IpRLdrFqxKk--75,Let us try to make an electric bulb light up using an electric cell. How do we do that?,Train
lXq2Od5xsHw--4,She is a physiotherapist and pilates trainer.,Train
HfEt4GFdD5s--2,Police investigation is going on for his case.,Train
7s2Q1Xgs8E0--20,"8. You are aware that the Covid-19 pandemic brought in an economic slow down,",Train
HalVvKYgBpM--29,An official of Pakistan Electronic Media Regulatory Authority (PEMRA) has ordered,Train
RvLuUYDwdKE--20,She said that she wouldn’t mind if her daughters walked around wearing a swimming costume.,Train
h5iItrjQPl8--11,"On 16th October 2022, at around 1.00 pm, Chae Kyong came to his wife’s house.",Train
UI2XbEKBgqk--11,"had been stored unsafely in a warehouse for six years, which caused the blast.",Validation
TMMC_uTLuQo--25,Even with his disability he has achieved many things.,Train
twnFUKGXLUk--13,"When they met each other, people were very worried.",Train
soTXzil_LzI--127,Saho saw his chance and proposed the name of Jumman. Algu's heart sank,Train
5j-z3P2WEhw--2,ISH News is the official media partner of the International Purple Fest 2024.,Train
4c422e10f21d-71,Jack in the box. Sits so still.,Train
3gKelnCwuj8--20,The SC also said that since the demolition of Babri Masjid was wrong.,Train
Hl6EF30eYfg--15,Let me give an example.,Train
Xwd1e9lgw08--117,What's this?,Train
wPoTFqiFryY--14,1200 educational video programmes for Class 1 to 12,Train
gCckaUKv4WM_w,suitable,Train
u2-wesZwy0Y_w,noise,Test
Xnx7bgv4yUA--6,"Despite multiple efforts to save her, unfortunately she passed away.",Train
s35tl2zIgIU--13,Historic light poles have been restored and over 900 new light poles have been installed.,Train
ealExa8Yt0k--0,"Andhra Pradesh Chief Minister YS Jagan Mohan Reddy, on 31st January 2023 was attending an event in Delhi.",Train
6_Lnzu1WFPI_e3,I will answer for it that he will accomplish the task.,Test
AyP2IeipP10--6,they reported the matter to the police.,Train
dPuKX_lM4Zc--129,Try and change the shapes below in such a way that they looked the same on one third turn.,Train
Lt5GAA6MIuM--17,The worker added that during lunch time a manager would stand behind the workers in the canteen.,Test
wDO5sAwFFNI--18,"Once the buses and their engines are properly checked, the buses will resume work.",Test
810SSaIhMMs--155,A zoomed-in vision on Red Fort.,Train
0fb8102d6c95-41,hey today,Test
gqHQW6OSqtA--2,This is why many tourists visit Joshimath.,Train
dJ_5m1Y2InE--338,1.52 meters.,Train
3yRMXRQ0w1Y--8,Just like always these terrorists have continuously attacked India.,Train
JsTWu6VwatQ--10,"For 20 years now, the US has spent almost $1 Trillion which is around Rs 7 lakh crore to keep the war going.",Train
0fb8102d6c95-16,to get some hay.,Train
3SDrJQuo0U8--2,On 7th October 2022 the Health Ministry banned the product,Train
TyBQgmZ8gyw--9,They tore the Belgium flag and wrapped themselves in the Moroccan flag. The rioters were happily celebrating the victory.,Validation
T-5au9lZhYI--5,The Iran police announced that her death was due to her health issues.,Train
jb38Z85P6H8--15,However HDIL did not return the amount and PMC Bank suffered a big loss.,Train
rriikvsa1JE--14,The Danish players surrounded Christian Eriksen to prevent the media from capturing pictures,Train
vR_Ko3HhcFI--2,So there is Dearness Allowance for employees & Dearness Relief for pensioners.,Train
Zc2bgIDZ-Ks--79,to which the shepherd replied with quiet dignity.,Train
8tEMCGXRFjw--35,The new president swiftly signed various documents reversing Trumps policies.,Train
wzjF5xAPfhE--21,This person then told him that he can easily convince the Deaf,Validation
TYbsjtUmRmQ--123,Uttara Mimansa,Train
0AAg-E7Wggk--6,Strict action will be taken against a gathering of more than 4 people till 31st October.,Train
a008d40f8e85-97,Let's practice!,Test
UKFIXNy_9sQ--2,"However, we are all aware about the exorbinant prices charged for the food.",Train
-PBb4Jcl3t4--1,on the Navale bridge at about 8.30 pm,Train
da1Ee52dRAU--9,You saw 83 with ISL for the first time? Yes! Amazing! So happy!,Train
9nv55rJUEkA_e1,"a peevish, bad-tempered person",Validation
SGoahyb05CA--10,"The minister said, ""For 3 months strating from 1st week of sept the drones will be used to deliver medicines and vaccines.",Train
g0UZDmp3o2g--8,Analysts say the residential apartments would probably be amalgamated to form a quadruplex.,Train
Nn9spzBqmMs--42,"He went to Tansen's father and said, Your son is very naughty.",Train
yJKNUweLKmg--5,Hmm... You're going to the bank? Go ahead.,Train
z7ZFQIDk7CA--25,Kaushal was 38 years old and was not married.,Test
d73da12c66f0-33,"Brave mothers, brave young daughter!",Train
TYbsjtUmRmQ--84,This building known as a stupa.,Train
JB-Euo5Eljw--2,He suddenly saw something shocking and started to record a video.,Train
QFpFmNObOIo--13,The NCB has now registered a case regarding the death of Sushant Singh Rajput,Train
dpIla-AqQq0--28,The government wants to block them.,Train
5UaMRPEiKkA--13,This is according to many experts.,Train
npkekHa7y9M--3,He boarded a bus at Darbhanga at 8:00 am to reach Muzaffarpur. From there he took a bus to Patna,Train
XqGCuF14zko--72,"After this video, we will release another video about Guidelines to be followed by Caretakers.",Train
Y4hixcGyOoQ--81,that will help you quickly fulfillall the signs of immunity one by one.,Train
t9mpsf-B-08--8,"Aligarh Muslim University has always had a difficult, thorny relation with the BJP.",Train
zoBP39jyRMs--176,There is plenty of evidence for the making of beads from semi-pressure stones and glass.,Train
PqJ5z9HWcxw--14,Between 4:00pm to 5:00pm the Delhi Police Control Room received more than 50 SOS calls.,Test
7fb2b0e77c2e-64,why,Train
3I_ZKCpqy2U--24,but you don’t display those emotions. Victory and loss are a part of the game. You shake hands and forget about it.,Train
bgAhZLTLRfs--25,and placed it inside his car.,Train
366805e50016-101,not have one.,Train
faZQNy4aErk--32,2. You all know that you get 1.5 lakh benefits on Investments.,Train
Tf4W5Rxw_nw--42,They are afraid because of the war and are running out of food and money.,Train
jkJuvzGeAjI--17,PETA urges guests to stay away from this hotel,Train
MNP9CuOXrHg--114,Let us do a few measurements to see what exactly we need to do.,Train
JLCO5tSNhbs--9,Meanwhile Naik's brother Manjunath Naik filed a missing persons report on 8th February 2023 when his brother did not return home.,Train
